Nr	Text_vorher	NOM	Text_danach	Dateiname	Sprachraum	Jahr	Textsorte	Textnummer	Erstglied	Lemma	Fremdwortbasis	Praefix	Numerus	Simplexbasis	als_praep_Kompl	Prep_Det_Nom	Adj	Genitiv	Det	Prep
11	ller krefftigist argument  oder straffred das die 	offenbarungen	 sant Birgitten von dem geist gottes sein eingegei	NOBD-1500-KT-009.txt	NOBD	1500	KT	009.txt	NA	Offenbarung	NEIN	NA	PL	NEIN	NEIN	NA	NA	postnom	b	NA
1400	rs lieben Herrn  Jhesu Christi in diese welt/ vnd 	offenbarung	 des Euangelij/ Nu wiewol aber nit  allein die Hei	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Offenbarung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	KEIN	NA
21	 wirdet genomen von wegenn des wercks das aus der 	offenbarung	 im gemüt der person der es geschicht gelassen wir	NOBD-1500-KT-009.txt	NOBD	1500	KT	009.txt	NA	Offenbarung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	aus
8	 diemütigkeit vnd voraus der ere gots aus sölhen  	offenbarungen	 nutzperkeit gemert wirdet. ¶Das dritt ist von weg	NOBD-1500-KT-009.txt	NOBD	1500	KT	009.txt	NA	Offenbarung	NEIN	NA	PL	NEIN	NEIN	NA	NA	NA	s	aus
2449	der Sonnen gesetzt/ das ist  in der klarheit oder 	offenbahrung	/ inmassen in den Büchern der König gelesen wird/ 	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Offenbarung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	in
14	lichen glauben mißhelligs oder widewertigs in den 	offennbarungen	  mocht gefunden werden/ sunder gantz alles das da	NOBD-1500-KT-009.txt	NOBD	1500	KT	009.txt	NA	Offenbarung	NEIN	NA	PL	NEIN	NEIN	NA	NA	NA	b	in
19	aus göttlichem  liecht eingegossen werde_ von den 	offenbarunge	_ die von dem geist der lügin/ vnd aus teüflischer	NOBD-1500-KT-009.txt	NOBD	1500	KT	009.txt	NA	Offenbarung	NEIN	NA	PL	NEIN	NEIN	NA	NA	NA	b	von
7	aus göttlichem  liecht eingegossen werde_ von den 	offenbarunge_	 die von dem geist der lügin/ vnd aus teüflischer 	NOBD-1500-KT-009.txt	NOBD	1500	KT	009.txt	NA	Offenbarung	NEIN	NA	PL	NEIN	NEIN	NA	NA	NA	b	von
373	n.   ES sol auch jederman Gott für die 	offenbarung	  seines Wortes/ vnd reinen Lehrer desselben/  dan	NOBD-1590-KT-063.txt	NOBD	1590	KT	063.txt	NA	Offenbarung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	b	für
383	gelehret haben/ der sey verflucht.</z> Vnd in der 	Offenbarung	 Johannis am 22. do%------------------------------	NOBD-1590-KT-063.txt	NOBD	1590	KT	063.txt	NA	Offenbarung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	b	in
387	el  vnd Ertzengel sol man anbeten/ do doch in der 	Offenbarung	  Johannis am 19. vnd 22. der Engel/ da Johannis f	NOBD-1590-KT-063.txt	NOBD	1590	KT	063.txt	NA	Offenbarung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	b	in
22	chicht gelassen wirdet/ das geschicht wann in der 	offenbarung	 der andacht vnd diemütigkeit vnd voraus der ere g	NOBD-1500-KT-009.txt	NOBD	1500	KT	009.txt	NA	Offenbarung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	b	in
2914	rnen/ so in deß Apostel vnd Evangelisten Johannis 	Offenbarung	 gefunden werden. Noch viel weitläuffiger/ vnd vbe	WOBD-1620-ST-078.txt	WOBD	1620	ST	078.txt	NA	Offenbarung	NEIN	NA	SG	NEIN	NEIN	NA	NA	prenom	s	in
88	lt[sic!] sein. Alsdan_ die vnd andre ding in irer 	offenbarung	 püchern völligklich beschriben sein. Daru_b so wi	NOBD-1500-KT-009.txt	NOBD	1500	KT	009.txt	NA	Offenbarung	NEIN	NA	SG	NEIN	NEIN	NA	NA	prenom	s	in
140	rn/ was Herrn D. Luthers seligen Meynung sey/ von 	Offenbahrungen	 heimlicher vnd Privat schreiben.  Wie man nit sch	OMD-1620-ST-084.txt	OMD	1620	ST	084.txt	NA	Offenbarung	NEIN	NA	PL	NEIN	NEIN	NA	NA	postnom	KEIN	von
1586	e/ wie *Num: 31. 24: rc:* Da das Pferdt aber kein 	Offnung	 bedarff/ so ist es zuwenden mit einem geschloßnen	OOBD-1620-ST-076.txt	OOBD	1620	ST	076.txt	NA	Öffnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	NA
1593	hnfleisch recht/ sondern ausserhalb liget/ solche 	Öffnung	 sol enger gemacht  werden/ Bißweilen aber geschic	OOBD-1620-ST-076.txt	OOBD	1620	ST	076.txt	NA	Öffnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	NA
1585	 der Zungen haben wil/ mit einem Mundstuck so ein 	Offnung	 hat/ aber doch den Gaumen nicht verletze/ wie *Nu	OOBD-1620-ST-076.txt	OOBD	1620	ST	076.txt	NA	Öffnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	u	NA
1589	.*zugebrauchen.  Da das Pferdt aber gleichwol ein 	Offnung	 wegen der Zung haben wil/ vnd doch kein Galgen le	OOBD-1620-ST-076.txt	OOBD	1620	ST	076.txt	NA	Öffnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	u	NA
1592	enMundstucken geholffen werden/ Bißweilen daß die 	Öffnung	 deß Mundstuck zu weit ist/ Vnd derowegen das Mund	OOBD-1620-ST-076.txt	OOBD	1620	ST	076.txt	NA	Öffnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
712	und Dampff des Kalcks/ trennet den Sand und sucht 	Oeffnung	/ dardurch er sich dann verzehret/  gleichsam vers	NOBD-1680-ST-neu.txt	NOBD	1680	ST	neu.txt	NA	Öffnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
1353	ichen/ gayslu_g/  krönung/ verspeüen/ kreützigen/ 	öffnung	 der seytten/  saget müest als erdicht/ vnnd nit w	OOBD-1530-KT-019.txt	OOBD	1530	KT	019.txt	NA	Öffnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	KEIN	NA
1380	h1>Aber ain anders so vasst waicht vnd zu ainer 	Offnung	 dienet. </ h1> Nimb gamillenplumen Fenugrecum lei	OOBD-1530-ST-021.txt	OOBD	1530	ST	021.txt	NA	Öffnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	u	zu
3404	.  Also auch in der Meisterschafft des Feuers muß 	Ordnung	 gehalten werden/ auff daß der feuchte *Li-quor*  	WOBD-1710-ST-133.txt	WOBD	1710	ST	133.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
1488	er Bayrischen Landtrecht/ auch zum vierdten/  die 	Gerichtßordnung	.   Welche zway/ das Rechtbuch/ auch Gerichtßordnu	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Gerichts	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
1545	 das Rechtbuch/ wie du/ daß auch nach vermög/ der 	Gerichtßordnung	  am lj. blat zuthun schuldig/ beyhanden haben/  d	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Gerichts	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
1489	richtßordnung.   Welche zway/ das Rechtbuch/ auch 	Gerichtßordnung	/ durch vil gelehrt treflich person beratschlagt/ 	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Gerichts	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
1551	gschätzigen sachen/ halten solst/ finst du in der 	Gerichtßordnung	/ am xxxj. blat.   So aber die sachen/ gerechtfert	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Gerichts	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	in
163	lung Nemen mage.</h1>  Jtem in diser halßgerichts 	ordnung	 (als vor vnd nach stet) ist gemeinem Rechten nach	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	Halsgerichts	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	in
959	 dasselbig Buch/ das die Pfarherr bey der  	Kirchen Ordnung	 vnd Ceremonien  verharren vnd bleiben solten/ wie	OMD-1560-KT-048.txt	OMD	1560	KT	048.txt	Kirchen	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	bei
952	gantzes  Land ein gleichformigkeit in der 	Kirche_ ordnung	 vn_ Ceremonien auffrichten möcht/ das nicht einer	OMD-1560-KT-048.txt	OMD	1560	KT	048.txt	Kirchen	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	in
1501	ber/ im Pfleghauß/ bey mit hab sitzen lassen/ die 	Landßordnung	/ auch die erklärte Freyhait/ bey der Hand/ gehabt	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Lands	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
1534	fleger/ ordnet den Ambtßknechten/ nach vermög der 	Landßordnung	 jhr Bradt/ vnd Freybawren/ ließ auch all vngeschr	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Lands	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
1541	gen Herren den Landßfürsten/  nach außweisung der 	Landßordnung	/ am xiij. vnd xiiij. Blat/  erlangt/ derhalben (d	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Lands	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
1508	ürsten/ auß sondern Gnaden/ ain Artickel/ inn der 	Landßordnung	 deß xxviiij. blats/ in Druck außgehn/ vnnd in die	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Lands	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	in
1517	ch obgesetzten Artickel/ deß xxx. B. ats/ inn der 	Landßordnung	 steht/ also anfahet. Weiter so ordnen/ vnnd  wöll	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Lands	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	in
1538	kain peinlich fragen solst/ dann in Fällen in der 	Landßordnung	/ am xviiij.  Blat/ außdruckt/ deßgleichen nit min	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Lands	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	in
1550	rcklich belaidigt werden. So ist dir auch/ in der 	Landßordnung	  verbotten/ so die Haubtsach/ vndter zwayen Pfund	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Lands	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	in
1499	en  Fragen/ vnd darumb gewesen/ vnd die/ laut der 	Landßordnung	/  am xviiij. Blat/ bey mit gehabt/ damit durch me	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Lands	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	laut
1505	ch allain/ wann ain Handel gericht wirt/ laut der 	Landßordnung	/ am xx. blat/  zehen Pfenning geben/ soll. Dise d	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Lands	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	laut
1529	ben vergessen/ daß die Gerichtschreiber/ vber die 	Landßordnung	/ am xx. blat von den armen Leuten/ nit zuuil Schr	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Lands	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	über
1533	/ du solst auch jhnen den Ambtsknechten/ vber die 	Landßordnung	/ nit gestatten/ zuuil frey/ oder Bradbaurn zuhabe	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Lands	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	über
1300	sten der ander fünff Curfürsten/ einer/ nach jrer 	ordnung	/ sich personnlich auff seinen Coßten bey vnnß/ od	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Ordnung	NEIN	NA	SG	JA	JA	NA	NA	prenom	s	in
1305	s rat sitzen vnnd sol also vnnder inen/ nach jrer 	ordnung	  vmbgeen/ vnd in allermaß mit jnen gehallten werd	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Ordnung	NEIN	NA	SG	JA	JA	NA	NA	prenom	s	nach
1306	nach jrer --------[008]  	ordnung	 vmbgeen/ wie oben/ von den andern gemellt ist Die	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Ordnung	NEIN	NA	SG	JA	JA	NA	NA	prenom	s	nach
2367	006]  dem gemeinen Landtag[?]/ oder  Rackuß/ nach 	Ordnung	 von Vermögen der Cron Hungern *Statuten* vnd *Dec	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Ordnung	NEIN	NA	SG	JA	JA	NA	NA	NA	KEIN	nach
437	n/  auch zuerkennen wisse/ hab ich dieselben nach 	ordnung	 folgends gesetzet.  Vnnd wöllen abermals die scha	NOBD-1590-ST-neu.txt	NOBD	1590	ST	neu.txt	NA	Ordnung	NEIN	NA	SG	JA	JA	NA	NA	NA	KEIN	nach
1423	nlichen glauben vnd Ceremonien  nach gebrauch vnd 	ordnung	 der Khriechen halten. Nach jrer sprach werden sy 	OOBD-1560-ST-039.txt	OOBD	1560	ST	039.txt	NA	Ordnung	NEIN	NA	SG	JA	JA	NA	NA	postnom	KEIN	nach
33	von der betrügknus des bösen geistes aus dem nach 	ordnung	 der tail der vorred.  ¶Zum ersten nenn ich. Das i	NOBD-1500-KT-009.txt	NOBD	1500	KT	009.txt	NA	Ordnung	NEIN	NA	SG	JA	JA	NA	NA	postnom	KEIN	nach
380	chen: So wöllen wir kürtzlich/ auff diß mal/ nach 	ordnung	 des Catechismi/ etliche vornehme Stücke der Bäpst	NOBD-1590-KT-063.txt	NOBD	1590	KT	063.txt	NA	Ordnung	NEIN	NA	SG	JA	JA	NA	NA	postnom	KEIN	nach
1356	t machent das broth/  dan das brot was schon nach 	ordnung	 des gesatz gepachen/  was vngehöflet/ wie dan die	OOBD-1530-KT-019.txt	OOBD	1530	KT	019.txt	NA	Ordnung	NEIN	NA	SG	JA	JA	NA	NA	postnom	KEIN	nach
828	t inen von rechte_ tzu gelaßen/ diße nachuolge_de 	ordenu_g	/ tzu forderst gote tzu lobe vn_ ere/ auch d[er] r	OMD-1500-ST-neu.txt	OMD	1500	ST	neu.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
1953	es plaitz ind vndersoichten vnderscheydenheit der 	ordenu_g	. tuschen der ritterschaff ind dem Senate. so merc	WMD-1500-ST-013.txt	WMD	1500	ST	013.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
2661	n als in ein geseltz Auch soll sy sich halten der 	ordenung	  vnd die obgeschriben ist von der dickenn milich 	WOBD-1500-ST-007.txt	WOBD	1500	ST	007.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
652	it was für Sterbens=Gedancken? Wiewol es erst die 	Ordnung	 8. Tag hernach zu lesen/ mit sich gebracht hätte/	NOBD-1680-KT-neu.txt	NOBD	1680	KT	neu.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
2691	getaufft worden ist.     Du woltest auch gern die 	ordnung	 jnfiere_/ Es müste%------------------------------	WOBD-1530-KT-024.txt	WOBD	1530	KT	024.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
830	 vnd erworffen sein tzuuorku_digen  lassen Solche 	ordenu_g	 vnd gesetze vo_ den selbigen allen gehorsamlich  	OMD-1500-ST-neu.txt	OMD	1500	ST	neu.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	NA
831	------------------[006]  vbertretern der selbigen 	ordenu_g	 eynes ader mher[sic!] stucken/ vnableßlich  von d	OMD-1500-ST-neu.txt	OMD	1500	ST	neu.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	NA
1063	Jetzo aber/ werden alle vnnd jede solche 	Ordnung	nur Herrn D. Hohen zu verdruß hind an gesetzt/ 	OMD-1620-ST-084.txt	OMD	1620	ST	084.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	NA
2344	erwahren/ nach außweisung%----------[021]  dieser 	Ordnung	 außgeben/ vnd den Kreyß Ständen  nachgehends rech	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	DEM	NA
1313	-------------------------------[014]  solln diser 	ordnung	 begriffen sein/ oder hernachmals gemacht  werden.	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	DEM	NA
1357	des gesatz gepachen/  was vngehöflet/ wie dan die 	ordnu_g	 Exodi am 12. clärlich außtruckht/ vnnd dißes Pasc	OOBD-1530-KT-019.txt	OOBD	1530	KT	019.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
2379	 ein gute Zeit ein Versamlung zu Ofen (wiewol der 	Ordnung	 vnd *Statuten* der Cron zuwider) gemacht.  9. Dar	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
279	n.</z> Mit welchen worte_ Petro die Regierung vn_ 	ordnung	 der heilige_/ Christenlichen kirchen in außwendig	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
343	omener ordnung nach forfaren/ wöllen wir auch die 	ordnung	     vnd Composition der possen/ in ein Histori zu	NOBD-1560-ST-045.txt	NOBD	1560	ST	045.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
436	orden.  Damit nun ein anfahender diser kunst/ die 	ordnung	 aller sort grosser Stückbüchsen/ wie derselben ku	NOBD-1590-ST-neu.txt	NOBD	1590	ST	neu.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
102	ein/ vnd sunderlich sol vnd wil ich seiner gnaden 	ordnu_g	/ vber die halßgericht gemacht getrewlich geleben/	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	s	NA
492	ll der Landtsbrauch/ das Recht oder  deß Gerichts 	Ordnung	 seye.     ¶*X.* Vnd sonsten alles thun/ daß einem	NOBD-1620-ST-082.txt	NOBD	1620	ST	082.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	s	NA
2304	-------[004]  Bündtnussen oder Verträg deß Reichs 	Ordnung	  zu wider/ sollen nit gebraucht werden/ doch eine	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	s	NA
2457	/ vnnd sich der  Kirchen vnd jhrer Erklärung vnnd 	Ordnung	 nit vnterwirfft/ der saget vmbsonst/ er  sey nit 	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	s	NA
491	nderweisung deß kündlichen Rechtens/ deß Gerichts 	ordnung	 oder deß Landtbrauchs/ welches ein jede Landtgeri	NOBD-1620-ST-082.txt	NOBD	1620	ST	082.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	s	NA
2316	h der Ständ/ oder nachfolg nit erstreckt werden.  	Ordnung	 daß die vier hundert Einwohner in einer jeden Pfa	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
46	ren/ etwan hiebevor  gegebenen *Reformation:* vnd 	Ordnungen	 nutzlich versehen/ daß alle Beysitzer am Landgeri	NOBD-1620-ST-082.txt	NOBD	1620	ST	082.txt	NA	Ordnung	NEIN	NA	PL	JA	NEIN	NA	NA	NA	KEIN	NA
345	 keinerley  weiß ledig werden/ es seyen gleichwol 	Ordnungen	 vnd *Statuta,* die er hernach machet/ oder *derog	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Ordnung	NEIN	NA	PL	JA	NEIN	NA	NA	NA	KEIN	NA
2749	ich/ daß sie stehe in  der stifftung/ befelch vnd 	ordnung	  vnsers Herren Jesu Christi/ vnnd%---------------	WOBD-1560-KT-043.txt	WOBD	1560	KT	043.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	KEIN	NA
2324	/ wo dem Reich glück zu stünde.  Der Anschlag vnd 	Ordung	 deß Regiments soll nicht lenger dann sechs Jahr w	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	KEIN	NA
126	vnd erfunde_ missetat halbe_nach laut diser vnser 	ordnu_g	 von amptßwegn_ entlich an irem leib oder glidern 	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	DEM	laut
145	der beclagt angenomen ist) nach laut diser vnser  	ordnung	 nachzukomen/ auch die aczung vnd gerichtßcostu_g 	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	DEM	laut
2657	 vnd ließ es also belibe_ nach d[er] zweier lerer 	ordnung	'  Sant Jeronimus was weiß vnd wolgelert das er de	WOBD-1500-KT-005.txt	WOBD	1500	KT	005.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	b	nach
438	fund eisen/ oder 2. pfund pley.  Ausserhalb diser 	ordnung	 seind vnd folgen die übrigen geschoß/ als Stein v	NOBD-1590-ST-neu.txt	NOBD	1590	ST	neu.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	DEM	außerhalb
311	isse Artzney haben möcht/ Bin ich allein  bey der 	ordnung	 blieben/ welche  inn zehen Geboten/ auch im Chris	NOBD-1560-KT-046.txt	NOBD	1560	KT	046.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	bei
1289	jrm gewallt  vnd macht</h1>  Vnnd nach dem in der 	ordnung	/ der handthabung fridens  vnnd rechtens/ des vord	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	in
809	schen Reichs=Stände/ daß ein *Paragraphus* in der 	Ordnung	 der dreyzehende in den fünfften Articul des Oßnab	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	in
179	nen oder beweysung (wie an andern  enden in diser 	ordnung	 clerlich fundn_ wurdet) gescheen vnd nit vff verm	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	DEM	in
155	alle Rechtliche verlengerung  (so sunst in dieser 	ordnung	 allein zuerfarung der warheit  vnd nit die vnzwei	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	DEM	in
2908	  Man sahe gantze gewapnete Zeug vnd Roß in einer 	Ordnung	 lauffen/ Man sahe wie angriff geschahend/ wie sie	WOBD-1620-ST-078.txt	WOBD	1620	ST	078.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	u	in
109	dan zimlich belonung nemen/ alles nach laut diser 	ordnu_g	/ was ich auch in peinlicher frag höre/ oder mir s	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	DEM	laut
1535	 rc.  Vnd macht der fleissig Pfleger/ mit solcher 	Ordnung	/ daß er vberflüssig gut vnd dörr Holtz het/ vnd d	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	mit
651	 lesen fürgenommen.  Welches aber/ da er nach der 	Ordnung	 sahe/  eben das 81te war/ vom Testament eines Chr	NOBD-1680-KT-neu.txt	NOBD	1680	KT	neu.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	nach
1303	t ko_men so_llen. Vnnd also vnder  jnen nach jrer 	ordnung	 wye vnnder den Curfürsten vmbgeen. Ob aber jr eyn	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	nach
634	6. Wie die Lehr=Sprüche einzuführen.  37. Von der 	Ordnung	 in den Reden.  38. überflüssige Wörter zuvermeide	NOBD-1650-ST-099.txt	NOBD	1650	ST	099.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	von
2352	ißtruhen befinden.  Keys. Maye. hat auch in diese 	Ordnung	 deß gemeinen pfennigs gewilligt.  Die Türcken Anl	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	DEM	in
1349	5 Nach der Eer vnd herlikhait Gottes.  6 Nach der 	ordnung	 des Nachtmals Christi.  7 Nach dem brauch der ers	OOBD-1530-KT-019.txt	OOBD	1530	KT	019.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	nach
393	allermassen die Vorstätt regiert werden/ nach den 	Ordnungen	 vnnd Gesetzen jhrer Hauptstätt: weil aber diser K	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Ordnung	NEIN	NA	PL	JA	NEIN	NA	NA	postnom	b	nach
394	n Fürst Lucifer ist: wirdt auch regiert/ nach den 	Ordnungen	 vnnd Gesetzen der Höllen. Besagter Lucifer war de	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Ordnung	NEIN	NA	PL	JA	NEIN	NA	NA	postnom	b	nach
1347	erthumb Christi/  wider die Eer gottes/ wider die 	ordnung	 des nachtmals Christi/ vnd den brauch der ersten 	OOBD-1530-KT-019.txt	OOBD	1530	KT	019.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	wider
125	gehalten/ das gleicheit in Ceremonijs vnd 	Kirchen ordnungen	 gehalten würd/ sind derhalben im 47. jar hernach 	OMD-1560-KT-048.txt	OMD	1560	KT	048.txt	NA	Ordnung	NEIN	NA	PL	JA	NEIN	NA	NA	NA	KEIN	in
331	nts vnser fürgenomener ordnung nach/ die zusammen 	ordnung	 oder Composition der glider fürhanden nemen wölle	NOBD-1560-ST-045.txt	NOBD	1560	ST	045.txt	Zusammen	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
332	t also zu erkleren/ vnd sol man in dieser zusamen 	ordnung	 oder Composition  der glider/ inn sonderheit gros	NOBD-1560-ST-045.txt	NOBD	1560	ST	045.txt	Zusammen	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	in
337	nemen sey/  in solcher Composition/ oder zu samen 	ordnung	 der glider/ dann es würde seer vbel stahn/  Wo ma	NOBD-1560-ST-045.txt	NOBD	1560	ST	045.txt	Zusammen	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	in
