Nr	Text_vorher	UNG.NOM	Text_danach	Dateiname	Textsorte	Periode	Sprachraum	Jahr	Jahrzehnt	Titelstichwort	Erstglied	Lemma	Adj	Det	als_praep_Kompl	Praeposition	Genitiv	Zweitglied	Numerus	Simplexbasis	Fremdwortbasis	Praefix	Basisverb	
351	 muest ichs nicht erwarten! Waer ein Schatten Von 	Hofnung	 nur, ihr Blut sey nicht geflossen. Es floÃŸ! es f	DRAM_P3_NoD_1764_SalomoRAW.txt	DRAM	P3	NoD	1764	1765	SalomoRAW.txt	NA	Hoffnung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	hoffen	
355	ie mir Gott, der Errettende, gab? Meine Kinder? O 	Hoffnung	 des bessern unsterblichen Lebens, Meine Kinder, m	DRAM_P3_NoD_1764_SalomoRAW.txt	DRAM	P3	NoD	1764	1765	SalomoRAW.txt	NA	Hoffnung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	hoffen	
365	eyn! Und sind wir so? â€“ Ich meine, des Menschen 	Bestimmung	 waere, zu handeln, sich seinen Bruedern mitzuthei	DRAM_P3_NoD_1776_ZwillingeRAW.txt	DRAM	P3	NoD	1776	1775	ZwillingeRAW.txt	NA	Bestimmung	NA	KEIN	NEIN	NA	prenom	NA	SG	NEIN	NEIN	be	bestimmen	
367	 ihn auf. Hab ich Dich beleidigt, so muÃŸ ich Dir 	Genugthuung	 geben. Paetus.  Du magst mich beleidigen wie Du w	DRAM_P3_OMD_1774_HofmeisterRAW.txt	DRAM	P3	OMD	1774	1775	HofmeisterRAW.txt	NA	Genugtuung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	genugtun	
371	n, da ich wuÃŸte, daÃŸ Sie nicht im Stande waren, 	Genugthuung	 zu fodern vielweniger haett' ich Ihnen Ursache g	DRAM_P3_OMD_1774_HofmeisterRAW.txt	DRAM	P3	OMD	1774	1775	HofmeisterRAW.txt	NA	Genugtuung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	genugtun	
373	ne Bewegungsgruende waren von andrer Art .. Reue, 	Verzweiflung	 â€“ Wenzeslaus.  Ja, nun hab ichs â€“ Die Essaeer	DRAM_P3_OMD_1774_HofmeisterRAW.txt	DRAM	P3	OMD	1774	1775	HofmeisterRAW.txt	NA	Verzweiflung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verzweifeln	
405	   MAeGERA zu Angela. Was halten sie fuer geheime 	Unterredungen	? ach ich seh es schon, daÃŸ ich ihrer Schoenheit 	DRAM_P3_OOD_1764_MaegeraRAW.txt	DRAM	P3	OOD	1764	1765	MaegeraRAW.txt	NA	Unterredung	geheim	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	unter	unterreden	
408	 sonst haett sich ein solcher Zolpel wohl niemahl 	Rechnung	 auf meine Person machen doerfen.         HANSWURS	DRAM_P3_OOD_1764_MaegeraRAW.txt	DRAM	P3	OOD	1764	1765	MaegeraRAW.txt	NA	Rechnung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	rechnen	
420	ich so gegen mich zu betragen? Hat sie vielleicht 	Hofnung	, mir zu entkommen? Ha! das will ich verwehren! (w	DRAM_P3_OOD_1782_SerailRAW.txt	DRAM	P3	OOD	1782	1785	SerailRAW.txt	NA	Hoffnung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	hoffen	
421	, mich einzuschlaefern suchen Ã Ã Ã Ja! es ist 	Verzweiflung	! mit Haerte richt' ich nichts aus Ã mit Bitten a	DRAM_P3_OOD_1782_SerailRAW.txt	DRAM	P3	OOD	1782	1785	SerailRAW.txt	NA	Verzweiflung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verzweifeln	
422	Nixe erfahren â€“ denn man weiÃŸ, daÃŸ sie groÃŸe 	Neigung	 zur Vereinigung mit huebschen Maennern tragen. Al	DRAM_P3_OOD_1798_DonauweibchenRAW.txt	DRAM	P3	OOD	1798	1795	DonauweibchenRAW.txt	NA	Neigung	groß	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	neigen	
434	egenheit ist der Probierstein deines Glueckes â€“ 	Verletzung	 deines Schwures der Anfang meiner Rache fuer dich	DRAM_P3_OOD_1798_DonauweibchenRAW.txt	DRAM	P3	OOD	1798	1795	DonauweibchenRAW.txt	NA	Verletzung	NA	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ver	verletzen	
435	 beten wie ein Rosenkranz. Er ist in eine Art von 	Zerknirschung	 gefallen, von der ich ihn leicht curiren wollt.  	DRAM_P3_WMD_1773_GoetzRAW.txt	DRAM	P3	WMD	1773	1775	GoetzRAW.txt	NA	Zerknirschung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	zer	zerknirschen	
449	 und Unbesonnenheit: bei Karln Empfindsamkeit und 	Verirrung	. Ich wollte Karl waere hier.       Dromer. Ich wi	DRAM_P3_WMD_1780_HausvaterRAW.txt	DRAM	P3	WMD	1780	1785	HausvaterRAW.txt	NA	Verirrung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verirren	
450	und oede, erschoepft vom unseligen Kampf zwischen 	Neigung	 und Pflicht. Entschlossen zwar, aber in diesem En	DRAM_P3_WMD_1780_HausvaterRAW.txt	DRAM	P3	WMD	1780	1785	HausvaterRAW.txt	NA	Neigung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	neigen	
466	nn ich diese Leute bezahlen koennte -- haette ich 	Hofnung	 bey dem Fraeulein?         Baron. (befremdet und 	DRAM_P3_WMD_1787_VerbrechenRAW.txt	DRAM	P3	WMD	1787	1785	VerbrechenRAW.txt	NA	Hoffnung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	hoffen	
472	-Casse angegriffenâ€ž wird die Menge sagen. Neid, 	Verfolgung	, Falschheit, Wuth und Gesetze, werden gegen mich 	DRAM_P3_WMD_1787_VerbrechenRAW.txt	DRAM	P3	WMD	1787	1785	VerbrechenRAW.txt	NA	Verfolgung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verfolgen	
475	 wie sonst Maenner sind, von viel mehr Jahren und 	Erfahrung	. Kyhnheit hat er, wie Hercules er wyrde mit L&#1	DRAM_P3_WOD_1762_EvanderRAW.txt	DRAM	P3	WOD	1762	1765	EvanderRAW.txt	NA	Erfahrung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erfahren	
484	du - Feuerflammen aus deinem Auge - Fluch, Fluch, 	Verwerfung	! - wo bin ich? Nacht vor meinen Augen - Schreckni	DRAM_P3_WOD_1781_RaeuberRAW.txt	DRAM	P3	WOD	1781	1785	RaeuberRAW.txt	NA	Verwerfung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verwerfen	
487	ein guetiger Herr gegen dich gewesen, ich hab dir 	Nahrung	 und Kleider gegeben und dein schwaches Alter in a	DRAM_P3_WOD_1781_RaeuberRAW.txt	DRAM	P3	WOD	1781	1785	RaeuberRAW.txt	NA	Nahrung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	naehren	
493	 den Untergang droht und nur von Ihnen erwart ich 	Rettung	. Elfride. Ich kann Sie retten und diese Lage aus 	DRAM_P3_WOD_1783_ElfrideRAW.txt	DRAM	P3	WOD	1783	1785	ElfrideRAW.txt	NA	Rettung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	retten	
498	iÃŸ gliechen. Elfride. So war's nicht Zufall oder 	Neigung	, wie Sie mir sagten, der Sie auf mein SchloÃŸ fue	DRAM_P3_WOD_1783_ElfrideRAW.txt	DRAM	P3	WOD	1783	1785	ElfrideRAW.txt	NA	Neigung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	neigen	
500	tte, wuerde die Krone einem Herzen, wie das Ihre, 	Erstattung	 seyn? In meinem Herzen fuehlt' ich all das Leben,	DRAM_P3_WOD_1783_ElfrideRAW.txt	DRAM	P3	WOD	1783	1785	ElfrideRAW.txt	NA	Erstattung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erstatten	
509	ung nicht ungleich/ wan wolgemeinte grundrichtige 	Beweisung	 und Anfuehrung in Teutscher Sprache mit dem Nahme	HUMA_P1_NoD_1663_HaubtSpracheRAW.txt	HUMA	P1	NoD	1663	1665	HaubtSpracheRAW.txt	NA	Beweisung	grundrichtig	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	beweisen	
510	eich/ wan wolgemeinte grundrichtige Beweisung und 	Anfuehrung	 in Teutscher Sprache mit dem Nahmen einer Neuerun	HUMA_P1_NoD_1663_HaubtSpracheRAW.txt	HUMA	P1	NoD	1663	1665	HaubtSpracheRAW.txt	NA	Anführung	grundrichtig	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	an	anfuehren	
514	 wird mit nichten gut geheissen die Kluegeley und 	Einbildung	 der jenigen/ die alles ungescheut/ wie es jhnen z	HUMA_P1_NoD_1663_HaubtSpracheRAW.txt	HUMA	P1	NoD	1663	1665	HaubtSpracheRAW.txt	NA	Einbildung	NA	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ein	einbilden	
515	e Germanicae studium vorstellig gemacht/ und dazu 	Anleitung	 gegeben wird/ so habe ich aus angezogenen Uhrsach	HUMA_P1_NoD_1663_HaubtSpracheRAW.txt	HUMA	P1	NoD	1663	1665	HaubtSpracheRAW.txt	NA	Anleitung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	an	anleiten	
520	auf die anderen Zeiten unNASALSTRICH Zeitendungen 	Achtung	 geben/ danNASALSTRICH dahero kan man die rechte S	HUMA_P1_NoD_1663_HaubtSpracheRAW.txt	HUMA	P1	NoD	1663	1665	HaubtSpracheRAW.txt	NA	Achtung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	achten	
528	und dadurch des Stammwortes Zahlendungen/ (Casus) 	Ergroesserungen	/ (Comparationes) Abwandelungen/ (Declinationes) u	HUMA_P1_NoD_1663_HaubtSpracheRAW.txt	HUMA	P1	NoD	1663	1665	HaubtSpracheRAW.txt	NA	Ergrößerung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	ergroessern	
529	ndungen/ (Casus) Ergroesserungen/ (Comparationes) 	Abwandelungen	/ (Declinationes) und Zeitwandelungen/ (Conjugatio	HUMA_P1_NoD_1663_HaubtSpracheRAW.txt	HUMA	P1	NoD	1663	1665	HaubtSpracheRAW.txt	NA	Abwandlung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ab	abwandeln	
530	Comparationes) Abwandelungen/ (Declinationes) und 	Zeitwandelungen	/ (Conjugationes) geformet und erkant werden/ als 	HUMA_P1_NoD_1663_HaubtSpracheRAW.txt	HUMA	P1	NoD	1663	1665	HaubtSpracheRAW.txt	NA	Zeitwandlung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	zeitwandeln	
531	stehet/ und ist hievon im ersten Buche gleichfals 	Anfuehrung	 geschehen:         Es heissen aber solche zufaell	HUMA_P1_NoD_1663_HaubtSpracheRAW.txt	HUMA	P1	NoD	1663	1665	HaubtSpracheRAW.txt	NA	Anführung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	an	anfuehren	
534	 essentiales an-ge: liter&#281 accidentales ete: 	Entscheidungen	/ hierin sind liter&#281 radicales Scheid/ litera	HUMA_P1_NoD_1663_HaubtSpracheRAW.txt	HUMA	P1	NoD	1663	1665	HaubtSpracheRAW.txt	NA	Entscheidung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ent	entscheiden	
541	 boesen Zeiten Faelle/ Krigeslaeuften/ Teurungen/ 	Veraenderungen	 u: a: m: und ofte gar wunderlich davon abgekommen	HUMA_P1_NoD_1667_RatseburgRAW.txt	HUMA	P1	NoD	1667	1665	RatseburgRAW.txt	NA	Veränderung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ver	veraendern	
544	den Narungs und Geldsegen dergestalt durch Hoheit 	Venichtung	 suchen.         Die Laere und Glaubensbund ist un	HUMA_P1_NoD_1667_RatseburgRAW.txt	HUMA	P1	NoD	1667	1665	RatseburgRAW.txt	NA	Vernichtung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	vernichten	
561	ler worden.       Â§. 6. Aber wie viel und grosse 	Abhaltungen	 hingegen sind/ die auch den fuertefflichsten Gemu	HUMA_P1_NoD_1674_NaturalienKammerRAW.txt	HUMA	P1	NoD	1674	1675	NaturalienKammerRAW.txt	NA	Abhaltung	groß	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ab	abhalten	
572	en raren Sachen an sich selbst/ noch annehmlicher 	Beschreibung	 derselben/ (hindangesetzt aller irrigen/ von Alte	HUMA_P1_NoD_1674_NaturalienKammerRAW.txt	HUMA	P1	NoD	1674	1675	NaturalienKammerRAW.txt	NA	Beschreibung	annehmlich	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	be	beschreiben	
576	nd neuen Schrifften/ Muentzen/ Statuen/ Kleidern/ 	Ruestungen	/ Mathematisch- und andern Instrumenten/ und ander	HUMA_P1_NoD_1674_NaturalienKammerRAW.txt	HUMA	P1	NoD	1674	1675	NaturalienKammerRAW.txt	NA	Rüstung	neu	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	ruesten	
586	n gesetzt/ und zu Behaltung gutter Physicalischer 	Ordnung	/ die uebrigen Sachen alle zugleich/ 1. 2. 3. und 	HUMA_P1_NoD_1674_NaturalienKammerRAW.txt	HUMA	P1	NoD	1674	1675	NaturalienKammerRAW.txt	NA	Ordnung	physikalisch	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	ordnen	
590	rgraben war/ und sprach es waere alles Goettliche 	offenbahrung	/ ueberredet also das gemeine unverstaendige Volck	HUMA_P1_OMD_1654_RosetumRAW.txt	HUMA	P1	OMD	1654	1655	RosetumRAW.txt	NA	Offenbarung	göttlich	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	offenbaren	
614	                            ï»¿  Â§. 1. Klage und 	Beschwerung	 ueber Mangel des Buergerlichen Lebens koemmt aus 	HUMA_P1_OMD_1685_ChristenStatRAW.txt	HUMA	P1	OMD	1685	1685	ChristenStatRAW.txt	NA	Beschwerung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	beschweren	
615	rt werden/ als da ist die friedliche und ehrliche 	Nahrung	/ und die Freyheit mit dem Seinigen umzugehen: Was	HUMA_P1_OMD_1685_ChristenStatRAW.txt	HUMA	P1	OMD	1685	1685	ChristenStatRAW.txt	NA	Nahrung	ehrlich	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	naehren	
638	s Schwelgen und Sauffen/ Diebstahl/ Raub/ Wucher/ 	Verschwendung	/ und dergleichen/ ja wider boese Partiten/ falsch	HUMA_P1_OMD_1685_ChristenStatRAW.txt	HUMA	P1	OMD	1685	1685	ChristenStatRAW.txt	NA	Verschwendung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verschwenden	
643	ire. &c.) Cap. V. Â§. 1. Unterscheid haeuÃŸlicher 	Nahrung	 nach situation der Laender und Oerter: Anders an 	HUMA_P1_OMD_1685_ChristenStatRAW.txt	HUMA	P1	OMD	1685	1685	ChristenStatRAW.txt	NA	Nahrung	häuslich	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	naehren	
652	an aber mit Annehmung der Christlichen Lehre/ und 	Einfuehrung	 der Geistlichen/ und vornehmlich der Muenche/ aus	HUMA_P1_OMD_1685_ChristenStatRAW.txt	HUMA	P1	OMD	1685	1685	ChristenStatRAW.txt	NA	Einführung	NA	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ein	einfuehren	
660	schoepffte man tieffe Seufftzer/ vnd ware mehr/ O 	Veraenderung	! mehr vom Weinen als vom Wein zusehen Es gangen 	HUMA_P1_OOD_1680_MercksWiennRAW.txt	HUMA	P1	OOD	1680	1685	MercksWiennRAW.txt	NA	Veränderung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	veraendern	
667	gelegenen Grentz-Haeuser/ als auch sehr kostbarer 	Loßkauffung	 ihrer gefangenen Befreundten von ihnen erfordert 	HUMA_P1_OOD_1689_CrainRAW.txt	HUMA	P1	OOD	1689	1685	CrainRAW.txt	NA	Loskaufung	kostbar	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	los	loskaufen	
701	 ein&#275 nur umNASALSTRICHs Geld und Brodt oder 	Nahrung	 bringet/ ja die einem zeitliche und ewige Straffe	HUMA_P1_WMD_1674_BilderSchatzRAW.txt	HUMA	P1	WMD	1674	1675	BilderSchatzRAW.txt	NA	Nahrung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	naehren	
702	n Liebes Guthen in gewissen Schrancken/ Masse und 	Ordnung	&#275 von Gott selbst in teusch&#275 und ehrbar&	HUMA_P1_WMD_1674_BilderSchatzRAW.txt	HUMA	P1	WMD	1674	1675	BilderSchatzRAW.txt	NA	Ordnung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	ordnen	
706	XIX.       Allein ein Mann nicht alles kan!       	Erlaeuterung	.       MAn findet selten drey Hasen beysammen in 	HUMA_P1_WMD_1674_BilderSchatzRAW.txt	HUMA	P1	WMD	1674	1675	BilderSchatzRAW.txt	NA	Erläuterung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erlaeutern	
713	 macht er ihn auch geschickt. Darumb sagt Salomo/ 	Weissagung	 ist in des Koenigs Munde/ und sein Mund fehlet ni	HUMA_P1_WMD_1674_BilderSchatzRAW.txt	HUMA	P1	WMD	1674	1675	BilderSchatzRAW.txt	NA	Weissagung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	weissagen	
714	rd.       LXXX.       Gewalt wieder Gewalt.       	Erlaeuterung	.       WIeder unbillichen Gewalt/ darff man sich 	HUMA_P1_WMD_1674_BilderSchatzRAW.txt	HUMA	P1	WMD	1674	1675	BilderSchatzRAW.txt	NA	Erläuterung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erlaeutern	
726	 stuffen anfaenglich lauter sanfftmuth/ liebe und 	erbarmung	 statt hatte. Worauff die andern vorgeschriebenen 	HUMA_P1_WMD_1699_KetzerHistorieRAW.txt	HUMA	P1	WMD	1699	1695	KetzerHistorieRAW.txt	NA	Erbarmung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erbarmen	
727	n arten und mittel sorgfaeltig angewandt wurden. [	Handlung	 mit den gefallenen.]       [Johannis exempel.] 2.	HUMA_P1_WMD_1699_KetzerHistorieRAW.txt	HUMA	P1	WMD	1699	1695	KetzerHistorieRAW.txt	NA	Handlung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	handeln	
737	p. Euseb.] [Kirchenbusse.] [Bann noch unbekant.] [	Ausschliessung	.]       [Bekaentnueß der suenden.] 3. Die begange	HUMA_P1_WMD_1699_KetzerHistorieRAW.txt	HUMA	P1	WMD	1699	1695	KetzerHistorieRAW.txt	NA	Ausschließung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	aus	ausschliessen	
743	er gantzen Gemeine.] [Wieder gefallene suender.] [	Handlung	 mit den kaetzern.] [Mit verstockten.]       4. Ic	HUMA_P1_WMD_1699_KetzerHistorieRAW.txt	HUMA	P1	WMD	1699	1695	KetzerHistorieRAW.txt	NA	Handlung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	handeln	
744	net/ und die relationen kuertzlich durchgehen/ in 	hoffnung	 es werden sich noch kuenfftig hin viele finden/ w	HUMA_P1_WMD_1699_KetzerHistorieRAW.txt	HUMA	P1	WMD	1699	1695	KetzerHistorieRAW.txt	NA	Hoffnung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	hoffen	
746	/ der auch bißweilen so wol als die guten Geister 	weissagungen	 hervor bringe. Da denn zu schliessen ist/ daß and	HUMA_P1_WMD_1699_KetzerHistorieRAW.txt	HUMA	P1	WMD	1699	1695	KetzerHistorieRAW.txt	NA	Weissagung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	NA	weissagen	
751	as gemeine geschrey/ oder unrichtige partheyische 	nachrichtungen	 davon gehoeret hat. Darauff es denn immer einer a	HUMA_P1_WMD_1699_KetzerHistorieRAW.txt	HUMA	P1	WMD	1699	1695	KetzerHistorieRAW.txt	NA	Nachrichtung	parteiisch	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	nach	nachrichten	
772	weis probirt/ aber die unwarheit befunden.] [Neue 	Mekung	/ wie die Music die Kranckheiten heilen koenne.] [	HUMA_P1_WOD_1662_MusurgiaRAW.txt	HUMA	P1	WOD	1662	1665	MusurgiaRAW.txt	NA	Mekung	neu	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	merken	
778	hen/ und ihres vorigen Handels und/ Irrweg halben 	aenderung	 treffen/ sondern fallen imNASALSTRICHer tiefer da	HUMA_P1_WOD_1686_BetrachtungRAW.txt	HUMA	P1	WOD	1686	1685	BetrachtungRAW.txt	NA	Änderung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	aendern	
817	 meistentheil nichts anders seyn/ denn wolberedte 	Benennungen	 ueppiger Buhler-Haendel/ und Widereinfuehrung der	HUMA_P1_WOD_1698_MythoscopiaRAW.txt	HUMA	P1	WOD	1698	1695	MythoscopiaRAW.txt	NA	Benennung	wohlberedt	KEIN	NEIN	NA	postnom	NA	PL	NEIN	NEIN	be	benennen	
818	lberedte Benennungen ueppiger Buhler-Haendel/ und 	Widereinfuehrung	 der Heydnischen Goetzen.         XLIII. Man wolte	HUMA_P1_WOD_1698_MythoscopiaRAW.txt	HUMA	P1	WOD	1698	1695	MythoscopiaRAW.txt		Wiedereinführung	NA	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ein	einfuehren	
847	ird gespuert. [Dohnische Pflege unters Amt Pirna. 	Beschreibung	 des Staedtleins Dohna.] Vormelte Donyssche phlege	HUMA_P2_NoD_1737_KoenigsteinRAW.txt	HUMA	P2	NoD	1737	1735	KoenigsteinRAW.txt	NA	Beschreibung	NA	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	be	beschreiben	
848	, und schreibt, der Hertzog haette mit dem Kayser 	Handlung	 gepflogen, daß das Schloß Dohna wieder zu Boehmen	HUMA_P2_NoD_1737_KoenigsteinRAW.txt	HUMA	P2	NoD	1737	1735	KoenigsteinRAW.txt	NA	Handlung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	handeln	
851	ntliche Anzahl und gruendliche Beschaffenheit und 	Eintheilung	 der Intervallen. Ich verfolge also mein Vorhaben,	HUMA_P2_NoD_1739_MusicalischIntervalRAW.txt	HUMA	P2	NoD	1739	1735	MusicalischIntervalRAW.txt	NA	Einteilung	NA	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ein	einteilen	
858	r Materie, wie sie von ihrer ersten Erfindung und 	Anwendung	 an in der Music genommen worden, nicht geringe Di	HUMA_P2_NoD_1739_MusicalischIntervalRAW.txt	HUMA	P2	NoD	1739	1735	MusicalischIntervalRAW.txt	NA	Anwendung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	an	anwenden	
864	Intervallen gebrauchten, und also weite oder enge 	Eintheilungen	 annahmen, nachdem entstanden auch die besondern G	HUMA_P2_NoD_1739_MusicalischIntervalRAW.txt	HUMA	P2	NoD	1739	1735	MusicalischIntervalRAW.txt	NA	Einteilung	eng	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ein	einteilen	
868	nde mit verschiedenen vernuenftigen und gelehrten 	Anmerkungen	 herausgegeben hat. Genus oder Geschlecht war also	HUMA_P2_NoD_1739_MusicalischIntervalRAW.txt	HUMA	P2	NoD	1739	1735	MusicalischIntervalRAW.txt	NA	Anmerkung	gelehrt	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	an	anmerken	
888	le Herren und Frauen insgesamt in Zukunfft besser 	Achtung	 auf ihr Gesinde zu geben, und solche wegen dergle	HUMA_P2_OMD_1717_DienstMaegdeRAW.txt	HUMA	P2	OMD	1717	1715	DienstMaegdeRAW.txt	NA	Achtung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	achten	
891	, daß ihr mir kein sonderlich Geschencke, sondern 	Verachtung	 zur Genuege deshalben bringen werdet, welche ich 	HUMA_P2_OMD_1717_DienstMaegdeRAW.txt	HUMA	P2	OMD	1717	1715	DienstMaegdeRAW.txt	NA	Verachtung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verachten	
892	hin gekont, dererselben gottlose und lasterhaffte 	Auffuehrung	 der gantzen Welt vor Augen zu legen, sie moegen m	HUMA_P2_OMD_1717_DienstMaegdeRAW.txt	HUMA	P2	OMD	1717	1715	DienstMaegdeRAW.txt	NA	Aufführung	lasterhaft	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	auf	auffuehren	
903	en bey ihnen entstehen muesse in deren Wesen oder 	Handlungen	 sie etwas ihren Absichten zuwieder lauffendes ant	HUMA_P2_OMD_1725_HassRAW.txt	HUMA	P2	OMD	1725	1725	HassRAW.txt	NA	Handlung	NA	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	handeln	
909	as ist, auf den Schaden seines Gegners abzielende 	Handlungen	, thaetig erweisen sollte. Der weiseste Schoepffer	HUMA_P2_OMD_1725_HassRAW.txt	HUMA	P2	OMD	1725	1725	HassRAW.txt	NA	Handlung	abzielend	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	handeln	
929	moralische Absicht desjenigen, welcher obbemeldte 	Handlung	 ausuebet, in sofern er dieselbe als ein Mittel zu	HUMA_P2_OMD_1725_HassRAW.txt	HUMA	P2	OMD	1725	1725	HassRAW.txt	NA	Handlung	obbemeldt	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	handeln	
930	 Namen virtutis formale bekannt ist. Aeusserliche 	Handlungen	 sind an sich weder gut noch boese, sondern erhalt	HUMA_P2_OMD_1725_HassRAW.txt	HUMA	P2	OMD	1725	1725	HassRAW.txt	NA	Handlung	äußerlich	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	handeln	
942	n, welche ihn am wenigsten an dem Genusse eiteler 	Vergnuegungen	 hindern. Jedoch haben alle diese Gattungen ihre u	HUMA_P2_OMD_1725_HassRAW.txt	HUMA	P2	OMD	1725	1725	HassRAW.txt	NA	Vergnügung	eitel	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ver	vergnuegen	
975	 Er glaubt Himmel und Hoelle, das ist Strafe und 	Belohnung	 nach dem Tode: und lebt doch dabey gottloß. Ein S	HUMA_P2_OMD_1729_BiedermannRAW.txt	HUMA	P2	OMD	1729	1725	BiedermannRAW.txt	NA	Belohnung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	belohnen	
